are_you_a_ds,industry,activities
Yes,Other industry,Build run prototype
No,Computers/Technology,Build run prototype
Yes,Other industry,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Academics/Education,Build run prototype
Maybe,Computers/Technology,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Academics/Education,Build run prototype
Yes,Other industry,Build run prototype
Yes,I am a student,Build run prototype
Maybe,Other industry,Build run prototype
Yes,Computers/Technology,Build run prototype
Maybe,I am a student,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,I am a student,Build run prototype
Yes,Other industry,Build run prototype
Yes,I am a student,Build run prototype
Yes,Computers/Technology,Build run prototype
Maybe,I am a student,Build run prototype
No,Computers/Technology,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,I am a student,Build run prototype
Yes,Other industry,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Academics/Education,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Online Service/Internet-based Services,Build run prototype
Yes,Other industry,Build run prototype
Yes,Computers/Technology,Build run prototype
Maybe,Computers/Technology,Build run prototype
Maybe,Other industry,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Computers/Technology,Build run prototype
Maybe,I am a student,Build run prototype
Maybe,Computers/Technology,Build run prototype
Yes,Academics/Education,Build run prototype
No,Computers/Technology,Build run prototype
Maybe,Academics/Education,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,I am a student,Build run prototype
Yes,Computers/Technology,Build run prototype
Maybe,Other industry,Build run prototype
Yes,Other industry,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,I am a student,Build run prototype
Yes,Computers/Technology,Build run prototype
Maybe,Computers/Technology,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Computers/Technology,Build run prototype
No,I am a student,Build run prototype
Yes,I am a student,Build run prototype
Yes,Academics/Education,Build run prototype
Yes,Academics/Education,Build run prototype
No,Computers/Technology,Build run prototype
Maybe,Computers/Technology,Build run prototype
Maybe,Computers/Technology,Build run prototype
Maybe,Computers/Technology,Build run prototype
No,I am a student,Build run prototype
Yes,I am a student,Build run prototype
Maybe,Computers/Technology,Build run prototype
No,Academics/Education,Build run prototype
Yes,Other industry,Build run prototype
Yes,I am a student,Build run prototype
Yes,I am a student,Build run prototype
Yes,I am a student,Build run prototype
Maybe,Computers/Technology,Build run prototype
No,Computers/Technology,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Accounting/Finance,Build run prototype
No,Other industry,Build run prototype
Yes,Computers/Technology,Build run prototype
No,Other industry,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Other industry,Build run prototype
No,Other industry,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Computers/Technology,Build run prototype
No,Other industry,Build run prototype
Maybe,Computers/Technology,Build run prototype
Yes,I am a student,Build run prototype
No,Other industry,Build run prototype
Yes,I am a student,Build run prototype
Yes,I am a student,Build run prototype
Maybe,I am a student,Build run prototype
Yes,Academics/Education,Build run prototype
Yes,Other industry,Build run prototype
Yes,I am a student,Build run prototype
Maybe,I am a student,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,I am a student,Build run prototype
Yes,Computers/Technology,Build run prototype
No,I am a student,Build run prototype
Yes,Accounting/Finance,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Online Service/Internet-based Services,Build run prototype
Yes,Other industry,Build run prototype
Maybe,Accounting/Finance,Build run prototype
Yes,I am a student,Build run prototype
Yes,Academics/Education,Build run prototype
Yes,Other industry,Build run prototype
Maybe,Other industry,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,I am a student,Build run prototype
No,I am a student,Build run prototype
Yes,I am a student,Build run prototype
Maybe,Computers/Technology,Build run prototype
Yes,Computers/Technology,Build run prototype
No,I am a student,Build run prototype
Yes,Computers/Technology,Build run prototype
No,I am a student,Build run prototype
Yes,Computers/Technology,Build run prototype
No,I am a student,Build run prototype
Maybe,Computers/Technology,Build run prototype
Maybe,Computers/Technology,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,I am a student,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Academics/Education,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Other industry,Build run prototype
No,I am a student,Build run prototype
Yes,Other industry,Build run prototype
Yes,Other industry,Build run prototype
Yes,Other industry,Build run prototype
No,Other industry,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Other industry,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Other industry,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Other industry,Build run prototype
No,Academics/Education,Build run prototype
Yes,Accounting/Finance,Build run prototype
Yes,Computers/Technology,Build run prototype
No,Other industry,Build run prototype
Maybe,Other industry,Build run prototype
No,I am a student,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Accounting/Finance,Build run prototype
Yes,I am a student,Build run prototype
Yes,Other industry,Build run prototype
Yes,Computers/Technology,Build run prototype
Maybe,I am a student,Build run prototype
Yes,Accounting/Finance,Build run prototype
Yes,Academics/Education,Build run prototype
Yes,Computers/Technology,Build run prototype
Maybe,Other industry,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Other industry,Build run prototype
Yes,Accounting/Finance,Build run prototype
Maybe,I am a student,Build run prototype
Yes,Accounting/Finance,Build run prototype
No,Other industry,Build run prototype
Yes,I am a student,Build run prototype
Yes,Other industry,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,I am a student,Build run prototype
Yes,Other industry,Build run prototype
Yes,Other industry,Build run prototype
No,Online Service/Internet-based Services,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Online Service/Internet-based Services,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Computers/Technology,Build run prototype
Yes,Academics/Education,Build run prototype
Yes,I am a student,Build run prototype
Yes,Online Service/Internet-based Services,Build run prototype
Maybe,I am a student,Build run prototype
Yes,Computers/Technology,Build run prototype
No,Computers/Technology,Build run prototype
