are_you_a_ds,industry,datatypes
Yes,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Accounting/Finance,Tabular Data
No,Other industry,Tabular Data
No,Other industry,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Maybe,Computers/Technology,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,Other industry,Tabular Data
No,Accounting/Finance,Tabular Data
No,Academics/Education,Tabular Data
Maybe,Academics/Education,Tabular Data
Yes,Accounting/Finance,Tabular Data
Maybe,Accounting/Finance,Tabular Data
Maybe,Academics/Education,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,Other industry,Tabular Data
No,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,Other industry,Tabular Data
Maybe,Accounting/Finance,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Online Service/Internet-based Services,Tabular Data
No,Computers/Technology,Tabular Data
No,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Academics/Education,Tabular Data
No,Other industry,Tabular Data
Yes,I am a student,Tabular Data
No,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Yes,Online Service/Internet-based Services,Tabular Data
Yes,Other industry,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Online Service/Internet-based Services,Tabular Data
No,Other industry,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
No,Other industry,Tabular Data
Yes,Academics/Education,Tabular Data
No,Other industry,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,Other industry,Tabular Data
Yes,Accounting/Finance,Tabular Data
No,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,Other industry,Tabular Data
No,Online Service/Internet-based Services,Tabular Data
No,Other industry,Tabular Data
Yes,Online Service/Internet-based Services,Tabular Data
Yes,I am a student,Tabular Data
Maybe,Computers/Technology,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Academics/Education,Tabular Data
No,Other industry,Tabular Data
Maybe,Other industry,Tabular Data
Maybe,Other industry,Tabular Data
Maybe,Other industry,Tabular Data
No,Accounting/Finance,Tabular Data
No,I am a student,Tabular Data
Yes,Accounting/Finance,Tabular Data
Yes,Online Service/Internet-based Services,Tabular Data
Yes,Accounting/Finance,Tabular Data
No,Other industry,Tabular Data
Yes,Online Service/Internet-based Services,Tabular Data
No,Academics/Education,Tabular Data
No,Accounting/Finance,Tabular Data
Yes,Accounting/Finance,Tabular Data
Yes,I am a student,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
No,Accounting/Finance,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,I am a student,Tabular Data
Maybe,Other industry,Tabular Data
No,Other industry,Tabular Data
Yes,I am a student,Tabular Data
Maybe,Accounting/Finance,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Accounting/Finance,Tabular Data
Yes,Other industry,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Maybe,I am a student,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Accounting/Finance,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Accounting/Finance,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,I am a student,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,I am a student,Tabular Data
Maybe,Computers/Technology,Tabular Data
No,Other industry,Tabular Data
No,Other industry,Tabular Data
Maybe,I am a student,Tabular Data
Yes,Other industry,Tabular Data
No,I am a student,Tabular Data
Maybe,Computers/Technology,Tabular Data
No,Accounting/Finance,Tabular Data
Maybe,Academics/Education,Tabular Data
No,Academics/Education,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
No,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,I am a student,Tabular Data
Yes,Other industry,Tabular Data
Maybe,I am a student,Tabular Data
No,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
No,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Maybe,Online Service/Internet-based Services,Tabular Data
Yes,Other industry,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,Academics/Education,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,Computers/Technology,Tabular Data
No,Online Service/Internet-based Services,Tabular Data
Maybe,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Maybe,I am a student,Tabular Data
No,Online Service/Internet-based Services,Tabular Data
Yes,I am a student,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
No,Computers/Technology,Tabular Data
No,Other industry,Tabular Data
Maybe,Online Service/Internet-based Services,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,I am a student,Tabular Data
Yes,Accounting/Finance,Tabular Data
No,Other industry,Tabular Data
No,Computers/Technology,Tabular Data
Maybe,I am a student,Tabular Data
No,Other industry,Tabular Data
Yes,Other industry,Tabular Data
No,I am a student,Tabular Data
Yes,Accounting/Finance,Tabular Data
Maybe,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
No,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Accounting/Finance,Tabular Data
No,Accounting/Finance,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,Other industry,Tabular Data
Yes,I am a student,Tabular Data
Yes,Other industry,Tabular Data
Maybe,I am a student,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
No,Online Service/Internet-based Services,Tabular Data
No,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
No,Other industry,Tabular Data
Maybe,Other industry,Tabular Data
Yes,I am a student,Tabular Data
Yes,Other industry,Tabular Data
Yes,Academics/Education,Tabular Data
Maybe,I am a student,Tabular Data
No,Computers/Technology,Tabular Data
Yes,I am a student,Tabular Data
Yes,Other industry,Tabular Data
Yes,Academics/Education,Tabular Data
No,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Maybe,I am a student,Tabular Data
Maybe,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Yes,Academics/Education,Tabular Data
No,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Maybe,Academics/Education,Tabular Data
Yes,I am a student,Tabular Data
No,Academics/Education,Tabular Data
Yes,Other industry,Tabular Data
No,Computers/Technology,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,Computers/Technology,Tabular Data
No,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Online Service/Internet-based Services,Tabular Data
No,Accounting/Finance,Tabular Data
Yes,Academics/Education,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Other industry,Tabular Data
No,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,I am a student,Tabular Data
Maybe,I am a student,Tabular Data
Maybe,Accounting/Finance,Tabular Data
Maybe,Computers/Technology,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,I am a student,Tabular Data
Yes,I am a student,Tabular Data
Yes,Other industry,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Maybe,Academics/Education,Tabular Data
Yes,Other industry,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,Accounting/Finance,Tabular Data
Yes,Other industry,Tabular Data
No,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Maybe,Other industry,Tabular Data
No,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Yes,Accounting/Finance,Tabular Data
No,Other industry,Tabular Data
No,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Academics/Education,Tabular Data
Maybe,Academics/Education,Tabular Data
Maybe,Computers/Technology,Tabular Data
Maybe,Computers/Technology,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Other industry,Tabular Data
No,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Online Service/Internet-based Services,Tabular Data
No,Computers/Technology,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,I am a student,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
No,Academics/Education,Tabular Data
No,Accounting/Finance,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Other industry,Tabular Data
No,Computers/Technology,Tabular Data
Maybe,I am a student,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
No,Computers/Technology,Tabular Data
No,Other industry,Tabular Data
Maybe,I am a student,Tabular Data
Yes,Other industry,Tabular Data
No,Other industry,Tabular Data
Yes,I am a student,Tabular Data
No,Computers/Technology,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
No,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Yes,Other industry,Tabular Data
No,Other industry,Tabular Data
No,Other industry,Tabular Data
Yes,Other industry,Tabular Data
No,Computers/Technology,Tabular Data
Yes,Accounting/Finance,Tabular Data
Maybe,Other industry,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Maybe,I am a student,Tabular Data
Yes,Other industry,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,Other industry,Tabular Data
Maybe,I am a student,Tabular Data
Yes,Computers/Technology,Tabular Data
No,Computers/Technology,Tabular Data
Maybe,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Maybe,Other industry,Tabular Data
No,Computers/Technology,Tabular Data
Maybe,Computers/Technology,Tabular Data
Yes,I am a student,Tabular Data
No,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Maybe,Academics/Education,Tabular Data
Maybe,Academics/Education,Tabular Data
Yes,Other industry,Tabular Data
No,Academics/Education,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Yes,Academics/Education,Tabular Data
Maybe,Computers/Technology,Tabular Data
Maybe,Academics/Education,Tabular Data
Yes,Other industry,Tabular Data
No,Academics/Education,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,I am a student,Tabular Data
Maybe,Other industry,Tabular Data
No,Accounting/Finance,Tabular Data
Yes,Accounting/Finance,Tabular Data
No,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
No,I am a student,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,I am a student,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,I am a student,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
No,Computers/Technology,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,Other industry,Tabular Data
No,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
No,Computers/Technology,Tabular Data
Maybe,Computers/Technology,Tabular Data
Maybe,Other industry,Tabular Data
Maybe,Online Service/Internet-based Services,Tabular Data
Yes,I am a student,Tabular Data
Maybe,Accounting/Finance,Tabular Data
No,Academics/Education,Tabular Data
Yes,I am a student,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,Other industry,Tabular Data
Maybe,I am a student,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,Computers/Technology,Tabular Data
No,I am a student,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,I am a student,Tabular Data
Yes,Accounting/Finance,Tabular Data
Maybe,Online Service/Internet-based Services,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,Online Service/Internet-based Services,Tabular Data
No,Computers/Technology,Tabular Data
No,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,Other industry,Tabular Data
No,Accounting/Finance,Tabular Data
Maybe,Other industry,Tabular Data
No,Computers/Technology,Tabular Data
Maybe,Computers/Technology,Tabular Data
Maybe,I am a student,Tabular Data
No,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,I am a student,Tabular Data
Yes,Other industry,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
No,Online Service/Internet-based Services,Tabular Data
Yes,Academics/Education,Tabular Data
No,Online Service/Internet-based Services,Tabular Data
Yes,I am a student,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
No,Other industry,Tabular Data
Yes,I am a student,Tabular Data
Yes,Accounting/Finance,Tabular Data
No,Computers/Technology,Tabular Data
Yes,Other industry,Tabular Data
No,Computers/Technology,Tabular Data
Yes,Academics/Education,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Online Service/Internet-based Services,Tabular Data
Maybe,Other industry,Tabular Data
No,Computers/Technology,Tabular Data
Yes,Computers/Technology,Tabular Data
Maybe,Other industry,Tabular Data
Maybe,Other industry,Tabular Data
Yes,Accounting/Finance,Tabular Data
Yes,Other industry,Tabular Data
Yes,Other industry,Tabular Data
Yes,Academics/Education,Tabular Data
No,I am a student,Tabular Data
Yes,Accounting/Finance,Tabular Data
Yes,Other industry,Tabular Data
No,Other industry,Tabular Data
Maybe,I am a student,Tabular Data
Yes,Other industry,Tabular Data
Yes,Academics/Education,Tabular Data
No,Online Service/Internet-based Services,Tabular Data
Yes,Other industry,Tabular Data
Yes,Accounting/Finance,Tabular Data
Yes,Accounting/Finance,Tabular Data
Maybe,Online Service/Internet-based Services,Tabular Data
Yes,Accounting/Finance,Tabular Data
No,Other industry,Tabular Data
Maybe,Computers/Technology,Tabular Data
Yes,I am a student,Tabular Data
